provider,instance_id,instance_family,instance_type,vcpus,memory_gib,region,zone,price_per_hour,spot_price_per_hour,gpu_model,gpu_count
AWS,r6id.32xlarge,r6id,r6id.32xlarge,128,1024.0,us-east-1,,9.6768,3.34144,,
AWS,x2iedn.32xlarge,x2iedn,x2iedn.32xlarge,128,4096.0,us-east-1,,26.676,6.278879999999999,,
AWS,m6gd.large,m6gd,m6gd.large,2,8.0,us-east-1,,0.0904,0.033979999999999996,,
AWS,u-18tb1.112xlarge,u-18tb1,u-18tb1.112xlarge,448,18432.0,us-east-1,,163.8,,,
AWS,inf1.24xlarge,inf1,inf1.24xlarge,96,192.0,us-east-1,,4.721,3.38044,,
AWS,c5a.16xlarge,c5a,c5a.16xlarge,64,128.0,us-east-1,,2.464,0.9619399999999999,,
AWS,r5n.24xlarge,r5n,r5n.24xlarge,96,768.0,us-east-1,,7.152,1.9807200000000003,,
AWS,m7i-flex.large,m7i-flex,m7i-flex.large,2,8.0,us-east-1,,0.09576,0.03182,,
AWS,x1e.xlarge,x1e,x1e.xlarge,4,122.0,us-east-1,,0.834,0.1958,,
AWS,c5.12xlarge,c5,c5.12xlarge,48,96.0,us-east-1,,2.04,0.6636,,
AWS,m7i-flex.16xlarge,m7i-flex,m7i-flex.16xlarge,64,256.0,us-east-1,,3.06432,1.07995,,
AWS,m6gd.8xlarge,m6gd,m6gd.8xlarge,32,128.0,us-east-1,,1.4464,0.55026,,
AWS,m5a.16xlarge,m5a,m5a.16xlarge,64,256.0,us-east-1,,2.752,0.9147400000000001,,
AWS,g6e.8xlarge,g6e,g6e.8xlarge,32,256.0,us-east-1,,4.52856,1.8656000000000001,L40S,1.0
